name,description,implementation_status,effect_level,version,rank
AudioInputDevice,,🚫,,11.1,5184
AudioInsert,,🚫,,11.1,5184
AutoSubmitting,,,,10.2,5184
BayesianMaximizationObject,,,,11.0,5184
BayesianMinimizationObject,,,,11.0,5184
BesagL,,,,12.2,5184
BioSequenceModify,,🚫,,12.2,5184
BioSequenceQ,,🚫,,12.2,5184
BooleanStrings,,,,10.0,5184
CachePersistence,,🚫,,10.2,5184
CauchyPointProcess,,🚫,,12.2,5184
ChannelBase,,🚫,,11.0,5184
ChannelListener,,🚫,,11.0,5184
CollinearPoints,Tests whether a set of numeric points are collinear,✅,pure,12.2,5184
ColorFunctionBinning,,🚫,,12.2,5184
CompiledLayer,,🚫,,12.2,5184
ConnectLibraryCallbackFunction,,,,10.0,5184
ConnectSystemModelComponents,,,,11.3,5184
ContentLocationFunction,,,,11.0,5184
ConwayGroupCo1,,,,8.0,5184
Coproduct,,,,3.0,5184
CreateDataSystemModel,,,,11.3,5184
Curry,Creates a curried operator form of a function that collects arguments across successive applications,✅,pure,11.3,5184
CurryApplied,Operator that collects n curried arguments and applies f to them in order; CurryApplied[f;{perm}] uses an explicit permutation,✅,pure,12.1,5184
DatabinSubmit,,🚫,,12.2,5184
DayCountConvention,,,,9.0,5184
DefaultFieldHintStyle,,,,8.0,5184
DefaultMenuStyle,,🚫,,8.0,5184
DocumentWeightingRules,,🚫,,11.1,5184
EdgeTaggedGraphQ,Tests whether every edge of a graph carries a tag,✅,pure,12.1,5184
ElidedForms,,,,10.0,5184
ExpirationDate,,,,11.1,5184
ExternalBundle,,🚫,,10.0,5184
ExternalStorageGet,,,,12.1,5184
FaceRecognize,,,,12.2,5184
FeatureExtractorFunction,,🚫,,11.0,5184
Fibonorial,Product of the first n Fibonacci numbers,✅,pure,10.0,5184
FileFormatQ,,,,12.2,5184
FindCookies,,,,11.0,5184
FischerGroupFi24Prime,,,,8.0,5184
GeneratorDescription,,,,10.1,5184
GeneratorOutputType,,,,10.1,5184
GeoBoundsRegionBoundary,,🚫,,12.2,5184
GeoVectorPlot,,🚫,,12.0,5184
GreaterFullEqual,,,,3.0,5184
HaradaNortonGroupHN,,,,8.0,5184
HardcorePointProcess,,🚫,,12.2,5184
HeatFluxValue,,,,12.2,5184
HypothesisTestData,,🚫,,8.0,5184
IgnoreDiacritics,,,,10.1,5184
InhomogeneousPoissonPointProcess,,🚫,,12.2,5184
JankoGroupJ4,,,,8.0,5184
LameEigenvalueB,,,,12.2,5184
LiftingFilterData,Lifting-filter object produced by WaveletFilterCoefficients for lifting transforms,✅,pure,8.0,5184
LyonsGroupLy,,,,8.0,5184
MissingString,,,,10.0,5184
MoleculeContainsQ,,🚫,,12.0,5184
NetReplace,,🚫,,11.3,5184
NeymanScottPointProcess,,🚫,,12.2,5184
NonPositiveIntegers,,,,12.0,5184
NotCupCap,,,,3.0,5184
NotRightTriangle,,,,3.0,5184
NotSubsetEqual,,,,3.0,5184
NotTildeEqual,,,,3.0,5184
ONanGroupON,,,,8.0,5184
OptimumFlowData,,🚫,,9.0,5184
OutputControllabilityMatrix,,,,8.0,5184
PIDFeedforward,,,,9.0,5184
PacletSite,,🚫,,12.1,5184
ParametricConvexOptimization,,,,12.2,5184
PolyhedronAngle,,🚫,,12.0,5184
QuantityVariableCanonicalUnit,,,,10.0,5184
RegionMemberFunction,,,,10.0,5184
RemoteBatchSubmissionEnvironment,,🚫,,12.2,5184
RemoteRun,,🚫,,11.3,5184
ResourceSubmit,,🚫,,11.2,5184
ReverseElement,Symbolic reverse element relation,✅,pure,3.0,5184
SearchIndices,,🚫,,10.2,5184
SearchResultObject,,🚫,,11.0,5184
SocketObject,Symbolic representation of an open socket,✅,unevaluated,10.3,5184
SocketWaitNext,Wait until one of a list of sockets sees activity,✅,effectful,11.2,5184
StereochemistryElements,,,,12.0,5184
SurvivalModel,,,,9.0,5184
SystemModeler,,🚫,,11.3,5184
ThompsonGroupTh,,,,8.0,5184
TotalWidth,Option specifying the total width for formatted output,✅,none,1.0,5184
TraceOn,,,,2.0,5184
VectorGreater,Componentwise strict greater-than comparison of vectors,✅,pure,12.0,5184
VerticalTilde,,,,3.0,5184
VideoPlay,,🚫,,12.1,5184
WebSessionObject,,🚫,,12.0,5184
AllowedCloudExtraParameters,,🚫,,11.1,5390
AltitudeMethod,,,,10.0,5390
AmbiguityList,,,,10.0,5390
AnomalyDetection,,🚫,,12.0,5390
Anonymous,,,,11.0,5390
AskState,,🚫,,11.1,5390
AtomCoordinates,,,,12.0,5390
AtomCount,Number of atoms in a molecule,✅,pure,12.0,5390
AuthenticationDialog,,🚫,,11.3,5390
AutocompletionFunction,,🚫,,10.2,5390
BaseDecode,Base64-decode a string to a ByteArray,✅,pure,11.3,5390
BinomialPointProcess,,🚫,,12.2,5390
BlockchainContractValue,,🚫,,12.0,5390
BondList,List of bonds in a molecule,✅,pure,12.0,5390
ByteArrayFormatQ,,,,12.2,5390
CTCLossLayer,,🚫,,11.3,5390
CaptureRunning,,🚫,,11.2,5390
CaseOrdering,,,,10.3,5390
ChannelBrokerAction,,🚫,,11.2,5390
CombinatorB,,,,12.2,5390
ConfirmAssert,Confirms that a test evaluates to True otherwise throwing to the enclosing Enclose,✅,pure,12.2,5390
ConservativeConvectionPDETerm,,,,12.2,5390
ContinuousTimeModelQ,,,,8.0,5390
CupCap,,,,3.0,5390
DatabaseConnect,,🚫,,12.0,5390
DefaultAxesStyle,,,,7.0,5390
DefaultFrameStyle,,,,7.0,5390
DerivativePDETerm,,,,12.2,5390
DirichletBeta,Dirichlet beta function,✅,pure,10.0,5390
DirichletLambda,Dirichlet lambda function (1 - 2^-s) Zeta[s],✅,pure,10.0,5390
DiscreteTimeModelQ,,,,8.0,5390
DisplayEndPacket,,🚫,,3.0,5390
DisplayPacket,,🚫,,3.0,5390
DoubleDownArrow,,,,3.0,5390
DoubleLeftArrow,,,,3.0,5390
DoubleUpArrow,,,,3.0,5390
DoubleUpDownArrow,,,,3.0,5390
DownArrowBar,,,,3.0,5390
DownArrowUpArrow,,,,3.0,5390
DownLeftRightVector,,,,3.0,5390
DownLeftTeeVector,,,,3.0,5390
DownLeftVector,,,,3.0,5390
DownLeftVectorBar,,,,3.0,5390
DownRightTeeVector,,,,3.0,5390
DownRightVector,,,,3.0,5390
DownRightVectorBar,,,,3.0,5390
DownTeeArrow,,,,3.0,5390
EchoEvaluation,,,,12.2,5390
EntityPrefetch,,🚫,,11.3,5390
ExternalSessionObject,,🚫,,11.2,5390
ExternalStorageBase,,,,12.1,5390
ExtractLayer,,🚫,,12.0,5390
FeedbackSector,,🚫,,9.0,5390
FindMatchingColor,,,,12.0,5390
ForceVersionInstall,,🚫,,12.1,5390
GeneratedAssetLocation,,🚫,,12.2,5390
GeneratorHistoryLength,,,,10.1,5390
GeoDensityPlot,,🚫,,12.1,5390
GeoSmoothHistogram,,🚫,,11.3,5390
GeoStreamPlot,,🚫,,12.0,5390
GreaterEqualLess,,,,3.0,5390
GreaterLess,,,,3.0,5390
HeatInsulationValue,,,,12.2,5390
HumpEqual,,,,3.0,5390
IgnorePunctuation,,,,10.3,5390
ImagingDevice,,🚫,,10.0,5390
InverseRadonTransform,,,,11.2,5390
LeftArrowBar,,,,3.0,5390
LeftArrowRightArrow,,,,3.0,5390
LeftDownTeeVector,,,,3.0,5390
LeftDownVector,,,,3.0,5390
LeftDownVectorBar,,,,3.0,5390
LeftRightVector,,,,3.0,5390
LeftTeeVector,,,,3.0,5390
LeftTriangleBar,,,,3.0,5390
LeftTriangleEqual,,,,3.0,5390
LeftUpDownVector,,,,3.0,5390
LeftUpTeeVector,,,,3.0,5390
LeftUpVector,,,,3.0,5390
LeftUpVectorBar,,,,3.0,5390
LeftVectorBar,,,,3.0,5390
LessEqualGreater,,,,3.0,5390
LessGreater,,,,3.0,5390
LessTilde,,,,3.0,5390
LinkInterrupt,,🚫,,3.0,5390
LongLeftArrow,,,,3.0,5390
LowerLeftArrow,,,,3.0,5390
LowerRightArrow,,,,3.0,5390
MassSymmetryValue,,,,12.2,5390
MeanPointDensity,,,,12.2,5390
MeteorShowerData,,🚫,,10.0,5390
NestedLessLess,,,,3.0,5390
NetInsertSharedArrays,,🚫,,11.3,5390
NetPrepend,,🚫,,11.3,5390
NicholsGridLines,,,,8.0,5390
NotDoubleVerticalBar,,,,3.0,5390
NotEqualTilde,,,,3.0,5390
NotGreater,,,,3.0,5390
NotGreaterEqual,,,,3.0,5390
NotGreaterFullEqual,,,,3.0,5390
NotGreaterGreater,,,,3.0,5390
NotGreaterLess,,,,3.0,5390
NotGreaterSlantEqual,,,,3.0,5390
NotGreaterTilde,,,,3.0,5390
NotHumpDownHump,,,,3.0,5390
NotHumpEqual,,,,3.0,5390
NotLeftTriangle,,,,3.0,5390
NotLeftTriangleBar,,,,3.0,5390
NotLeftTriangleEqual,,,,3.0,5390
NotLess,,,,3.0,5390
NotLessEqual,,,,3.0,5390
NotLessFullEqual,,,,3.0,5390
NotLessGreater,,,,3.0,5390
NotLessLess,,,,3.0,5390
NotLessSlantEqual,,,,3.0,5390
NotLessTilde,,,,3.0,5390
NotNestedGreaterGreater,,,,3.0,5390
NotNestedLessLess,,,,3.0,5390
NotPrecedes,,,,3.0,5390
NotPrecedesEqual,,,,3.0,5390
NotPrecedesSlantEqual,,,,3.0,5390
NotPrecedesTilde,,,,3.0,5390
NotReverseElement,,,,3.0,5390
NotRightTriangleEqual,,,,3.0,5390
NotSquareSubset,,,,3.0,5390
NotSquareSubsetEqual,,,,3.0,5390
NotSquareSuperset,,,,3.0,5390
NotSquareSupersetEqual,,,,3.0,5390
NotSucceeds,,,,3.0,5390
NotSucceedsEqual,,,,3.0,5390
NotSucceedsSlantEqual,,,,3.0,5390
NotSucceedsTilde,,,,3.0,5390
NotSuperset,,,,3.0,5390
NotSupersetEqual,,,,3.0,5390
NotTilde,,,,3.0,5390
NotTildeFullEqual,,,,3.0,5390
NotTildeTilde,,,,3.0,5390
NumericArrayQ,,,,12.0,5390
OrderingLayer,,🚫,,12.0,5390
OverscriptBoxOptions,,🚫,,4.0,5390
PitchRecognize,,🚫,,12.0,5390
PointProcessParameterAssumptions,,,,12.2,5390
PointProcessParameterQ,,,,12.2,5390
PolyhedronDecomposition,,🚫,,12.0,5390
PrecedesEqual,,,,3.0,5390
PrecedesSlantEqual,,,,3.0,5390
PreserveColor,,🚫,,11.2,5390
Proportion,,,,3.0,5390
QuantityVariableIdentifier,,,,10.0,5390
RemoteBatchSubmit,,🚫,,12.2,5390
RemoveUsers,,🚫,,10.0,5390
ReverseEquilibrium,,,,3.0,5390
ReverseUpEquilibrium,Reversed same-spin-pair upward harpoon notation symbol,✅,none,3.0,5390
RightArrowLeftArrow,,,,3.0,5390
RightDownTeeVector,,,,3.0,5390
RightDownVector,,,,3.0,5390
RightDownVectorBar,,,,3.0,5390
RightTeeVector,,,,3.0,5390
RightTriangleBar,,,,3.0,5390
RightTriangleEqual,,,,3.0,5390
RightUpDownVector,,,,3.0,5390
RightUpTeeVector,,,,3.0,5390
RightUpVector,,,,3.0,5390
RightUpVectorBar,,,,3.0,5390
RightVector,,,,3.0,5390
RightVectorBar,,,,3.0,5390
ShortDownArrow,,,,3.0,5390
ShortLeftArrow,,,,3.0,5390
ShortUpArrow,,,,3.0,5390
SocketWaitAll,Wait until every socket in a list sees activity,✅,effectful,11.2,5390
SquareSubset,,,,3.0,5390
SquareSubsetEqual,,,,3.0,5390
SquareSuperset,,,,3.0,5390
SquareSupersetEqual,,,,3.0,5390
SubscriptBoxOptions,,🚫,,4.0,5390
SucceedsEqual,,,,3.0,5390
SucceedsSlantEqual,,,,3.0,5390
SucceedsTilde,,,,3.0,5390
SuchThat,,,,3.0,5390
SynthesizeMissingValues,,🚫,,12.0,5390
SystemModels,,🚫,,11.3,5390
TaskResume,,🚫,,11.2,5390
TildeFullEqual,,,,3.0,5390
TimeFormat,,,,10.0,5390
UpArrowBar,,,,3.0,5390
UpArrowDownArrow,,,,3.0,5390
UpDownArrow,,,,3.0,5390
UpTeeArrow,,,,3.0,5390
UpperLeftArrow,,,,3.0,5390
ValenceFilling,,,,12.2,5390
VideoDelete,,🚫,,12.2,5390
WhitePoint,,🚫,,10.0,5390
WordSelectionFunction,,,,11.2,5390
AddUsers,,🚫,,10.0,5486
AllowInlineCells,,🚫,,4.0,5486
AnchoredSearch,,,,2.0,5486
Antihermitian,,,,12.2,5486
Asynchronous,,🚫,,8.0,5486
AtomDiagramCoordinates,,,,12.0,5486
AudioPause,,🚫,,11.2,5486
AudioStop,,🚫,,11.2,5486
AudioTrackApply,,🚫,,12.2,5486
Because,Represents a because logical relation,✅,pure,3.0,5486
CaseSensitive,,,,10.1,5486
CategoricalDistribution,,,,12.1,5486
CellLabelStyle,,🚫,,11.3,5486
CombinatorC,,,,12.2,5486
CompilerOptions,,🚫,,12.0,5486
ConfidenceRange,,,,9.0,5486
CopyFunction,,,,12.2,5486
DiggleGrattonPointProcess,,🚫,,12.2,5486
DihedralAngle,Dihedral angle along an edge between two half-planes,✅,pure,12.0,5486
DoubleLeftTee,Inert operator displayed with the ⫤ symbol,✅,pure,3.0,5486
DownTee,,,,3.0,5486
EmptySpaceF,,,,12.2,5486
EntityUnregister,Unregisters entities from a registered entity store,✅,effectful,11.3,5486
EulerCharacteristic,,,,12.0,5486
ExcludePods,,,,8.0,5486
ExcludedPhysicalQuantities,,,,10.0,5486
FeedbackSectorStyle,,🚫,,9.0,5486
FileConvert,,,,12.0,5486
FindMaximumCut,,,,12.1,5486
GeneratedDocumentBinding,,🚫,,10.0,5486
GeoBoundary,,🚫,,12.2,5486
GeoResolution,,🚫,,12.0,5486
GreaterSlantEqual,Checks if one value is greater than or equal to another (slanted-equal glyph variant of GreaterEqual),✅,pure,3.0,5486
HeatOutflowValue,,,,12.2,5486
HeatSymmetryValue,,,,12.2,5486
HelmholtzPDEComponent,,,,12.2,5486
HeunT,,,,12.1,5486
HyperlinkAction,,🚫,,12.1,5486
ImagePreviewFunction,,🚫,,11.2,5486
IncludeDefinitions,,,,12.0,5486
IncludeQuantities,,,,10.0,5486
IncludeWindowTimes,,,,10.0,5486
InflationMethod,,🚫,,10.0,5486
KeyComplement,Returns the first association restricted to keys absent from the rest,✅,pure,10.1,5486
LessSlantEqual,Checks if one value is less than or equal to another (slanted-equal glyph variant of LessEqual),✅,pure,3.0,5486
LibraryFunctionInformation,,,,8.0,5486
LinearFractionalOptimization,,,,12.0,5486
MarcumQ,Generalized Marcum Q function (symbolic rules and numeric series),✅,pure,8.0,5486
NegativeReals,Domain of negative real numbers,✅,pure,12.0,5486
NetDelete,,🚫,,11.3,5486
NotExists,,,,3.0,5486
PIDDerivativeFilter,,,,9.0,5486
PenttinenPointProcess,,🚫,,12.2,5486
PermissionsGroupMemberQ,,🚫,,12.2,5486
PodWidth,,🚫,,8.0,5486
PointCountDistribution,,,,12.2,5486
PointProcessEstimator,,,,12.2,5486
PointProcessFitTest,,,,12.2,5486
PreprocessingRules,,🚫,,11.2,5486
Printout3DPreviewer,,🚫,,11.0,5486
ProcessObject,,🚫,,10.0,5486
ProofObject,,,,11.3,5486
RationalExpressionQ,,,,12.2,5486
ReImStyle,,,,12.0,5486
RealBlockDiagonalForm,,,,7.0,5486
RectangularRepeatingElement,,,,11.1,5486
RemoveAudioStream,,🚫,,11.2,5486
RowsEqual,,,,3.0,5486
SetUsers,,🚫,,10.0,5486
StrataVariables,,,,9.0,5486
StructuredSelection,,,,3.0,5486
SurdForm,,,,9.0,5486
ThomasPointProcess,,🚫,,12.2,5486
TouchPosition,,🚫,,10.0,5486
TrainingStoppingCriterion,,🚫,,12.0,5486
TruncatedPolyhedron,,,,12.0,5486
VideoFrameMap,,🚫,,12.1,5486
VideoPause,,🚫,,12.1,5486
VideoTranscode,,🚫,,12.2,5486
AcousticRadiationValue,,🚫,,12.2,5587
AdjustmentBoxOptions,,🚫,,4.0,5587
AllowGroupClose,,🚫,,8.0,5587
AllowLooseGrammar,,🚫,,10.1,5587
AllowReverseGroupClose,,🚫,,8.0,5587
AudioChannelAssignment,,🚫,,11.2,5587
AudioEncoding,,🚫,,12.1,5587
BeveledPolyhedron,,,,12.0,5587
BioSequenceInstances,,🚫,,12.2,5587
BlockchainPut,,🚫,,11.3,5587
BlockchainTransaction,,🚫,,12.0,5587
BlockchainTransactionSign,,🚫,,12.0,5587
BlockchainTransactionSubmit,,🚫,,12.0,5587
BooleanConsecutiveFunction,,,,9.0,5587
ByteArrayFormat,,,,12.0,5587
CellEvaluationDuplicate,,🚫,,3.0,5587
ConfidenceTransform,,,,9.0,5587
ConnectedMoleculeComponents,Gives the connected components of a molecule as separate molecules,✅,pure,12.0,5587
CovarianceEstimatorFunction,,,,7.0,5587
DefaultElement,,,,6.0,5587
DefaultFaceGridsStyle,,,,7.0,5587
DefaultFrameTicksStyle,,,,7.0,5587
DefaultGridLinesStyle,,,,7.0,5587
DefineResourceFunction,,,,12.0,5587
DeletePermissionsKey,,🚫,,11.0,5587
DerivedKey,,🚫,,12.0,5587
DiggleGatesPointProcess,,🚫,,12.2,5587
EpilogFunction,,🚫,,10.1,5587
EvaluationPrivileges,,,,12.2,5587
ExternalStoragePut,,,,12.1,5587
ExtractPacletArchive,,,,12.1,5587
FaceAlign,,,,12.1,5587
FindPointProcessParameters,,,,12.2,5587
GibbsPointProcess,,🚫,,12.2,5587
GoochShading,,,,12.1,5587
GridDefaultElement,,,,3.0,5587
ImageContainsQ,,🚫,,12.0,5587
ImagePosition,,🚫,,12.0,5587
ImportedObject,,,,12.2,5587
IncludeGeneratorTasks,,,,10.1,5587
IndependentPhysicalQuantity,,,,11.3,5587
InterpretationBoxOptions,,🚫,,4.0,5587
LicenseEntitlementObject,,,,12.2,5587
LicenseEntitlements,,,,12.2,5587
LowerTriangularMatrixQ,True if a matrix is lower triangular,✅,pure,12.0,5587
MailAddressValidation,,🚫,,11.2,5587
MailResponseFunction,,🚫,,10.2,5587
MailSearch,,🚫,,11.3,5587
MissingValuePattern,,,,12.0,5587
NoWhitespace,,,,10.3,5587
NormalizationLayer,,🚫,,12.0,5587
PermissionsGroups,,🚫,,10.0,5587
PermissionsKeys,,🚫,,11.0,5587
PolyhedronGenus,,🚫,,12.0,5587
PrependLayer,,🚫,,12.0,5587
RegionDistanceFunction,,,,10.0,5587
RemoteBatchJobs,,🚫,,12.2,5587
RemoteEvaluate,,🚫,,12.2,5587
RemoteFile,,🚫,,12.0,5587
RemoveInputStreamMethod,,,,9.0,5587
RemoveOutputStreamMethod,,,,9.0,5587
RestartInterval,,,,10.2,5587
ReturnReceiptFunction,,,,10.2,5587
SharingList,,,,11.3,5587
ShortestPathFunction,,,,8.0,5587
SpellingOptions,,🚫,,4.0,5587
SubsetPosition,Finds positions of all subsets matching a pattern,✅,pure,12.1,5587
SystemCredentialStoreObject,,🚫,,12.1,5587
TaskAbort,,🚫,,11.2,5587
TouchscreenControlPlacement,,🚫,,9.0,5587
VectorAround,,,,12.0,5587
VertexDataCoordinates,,,,9.0,5587
VideoJoin,,🚫,,12.2,5587
VideoMapTimeSeries,,🚫,,12.2,5587
VideoSplit,,🚫,,12.2,5587
VoiceStyleData,,🚫,,12.0,5587
WrapAround,,,,10.0,5587
ARPublish,,🚫,,13.3,
AcousticSoundHardValue,,🚫,,12.2,
AcousticSoundSoftCondition,,🚫,,12.2,
ActivateResult,,,,14.0,
ActiveClassificationObject,,🚫,,11.1,
ActivePredictionObject,,🚫,,11.1,
AddToSearchIndex,,🚫,,12.0,
AddToVectorDatabase,,🚫,,14.1,
Adjugate,Transpose of cofactor matrix,✅,none,13.0,
AirSoundAttenuation,,🚫,,12.2,
AllMatch,Check if all elements match a pattern,✅,pure,14.1,
AllSameBy,Check if function gives same value for all elements,✅,pure,14.1,
AllowVersionUpdate,,🚫,,12.1,
AllowedFrequencyRange,,,,12.0,
AmbientLight,,🚫,,13.0,
AnatomySkinStyle,,🚫,,12.0,
AnatomyStyling,,🚫,,12.0,
AnimationVideo,,🚫,,12.3,
AnnotationDelete,Graph without the annotations of one key or of one vertex or edge,✅,pure,12.0,
AnnotationKeys,Annotations a graph or one of its vertices or edges offers,✅,pure,12.1,
AnomalyDetectorFunction,,🚫,,12.0,
AnyMatch,Check if any element matches a pattern,✅,pure,14.1,
AppellF2,Appell hypergeometric function F2(a b1 b2; c1 c2; x y),✅,pure,13.3,
AppellF3,Appell hypergeometric function F3(a1 a2 b1 b2; c; x y),✅,pure,13.3,
AppellF4,Appell hypergeometric function F4(a b; c1 c2; x y),✅,pure,13.3,
AppendLayer,,🚫,,11.3,
ApplyReaction,,,,13.1,
ArcCosDegrees,Compute inverse cosine returning degrees,✅,pure,14.1,
ArcCotDegrees,Compute inverse cotangent returning degrees,✅,pure,14.1,
ArcCscDegrees,Compute inverse cosecant returning degrees,✅,pure,14.1,
ArcSecDegrees,Compute inverse secant returning degrees,✅,pure,14.1,
ArcSinDegrees,Compute inverse sine returning degrees,✅,pure,14.1,
ArcTanDegrees,Compute inverse tangent returning degrees,✅,pure,14.1,
ArrayDot,Contract the last k dimensions of one array with the first k of another,✅,pure,14.1,
ArraySymbol,,,,14.1,
AssessmentResultObject,Graded result of an assessment; supports property access such as result[Score] and result[AnswerCorrect],✅,pure,12.2,
AstroAngularSeparation,,🚫,,13.2,
AstroBackground,,🚫,,13.2,
AstroCenter,,🚫,,13.2,
AstroDistance,,🚫,,13.2,
AstroGraphics,,🚫,,13.2,
AstroGridLines,,🚫,,13.2,
AstroGridLinesStyle,,🚫,,13.2,
AstroPosition,,🚫,,13.2,
AstroProjection,,🚫,,13.2,
AstroRange,,🚫,,13.2,
AstroRangePadding,,🚫,,13.2,
AstroReferenceFrame,,🚫,,13.2,
AstroRiseSet,,🚫,,14.1,
AstroStyling,,🚫,,13.2,
AstroSubpoint,,🚫,,14.0,
AstroZoomLevel,,🚫,,13.2,
AsymptoticGreaterEqual,Tests whether one expression is big-Omega of another at a limit point,✅,pure,11.3,
AsymptoticProduct,,,,12.1,
AtomLabelStyle,,,,13.0,
AtomLabels,,,,13.0,
AttachedCell,,,,13.0,
AudioAnnotate,,🚫,,12.0,
AudioAnnotationLookup,,🚫,,12.0,
AudioDistance,,🚫,,11.3,
AudioInstanceQ,,🚫,,12.1,
AudioReverse,Plays each channel of an audio object backwards,✅,pure,12.1,
AudioTrackSelection,,🚫,,12.2,
AutoOperatorRenderings,,,,12.3,
AxisLabel,,,,12.3,
AxisObject,Symbolic axis object; contained primitives render in Graphics,✅,unevaluated,12.3,
AxisStyle,,,,12.3,
BeginDialogPacket,,🚫,,3.0,
BilateralHypergeometricPFQ,,,,14.0,
BilateralLaplaceTransform,,,,12.3,
BilateralZTransform,,,,13.0,
BinnedVariogramList,,,,13.0,
BioMolecule,,🚫,,14.1,
BioMoleculeFoldingMethod,,🚫,,14.1,
BioMoleculePlot3D,,🚫,,14.1,
BioMoleculeValue,,🚫,,14.1,
BioSequenceBackTranslateList,,🚫,,12.2,
BioSequencePlot,,🚫,,13.0,
BitFlip,Flip a bit at a given position,✅,pure,14.1,
BitRate,,,,12.3,
BlockDiagonalMatrix,Assembles square matrices as the diagonal blocks of a larger structured-array matrix,✅,pure,13.1,
BlockLowerTriangularMatrix,,,,13.1,
BlockUpperTriangularMatrix,,,,13.1,
Blurring,,🚫,,13.2,
BondLabelStyle,,,,13.0,
BondLabels,,,,13.0,
BondQ,Tests whether a bond is a bond of a molecule,✅,pure,12.0,
BuckyballGraph,,,,13.1,
BuildCompiledComponent,,🚫,,13.2,
CSGRegion,,,,13.0,
CSGRegionQ,,,,13.0,
CSGRegionTree,,,,13.0,
CalibratedSystemModel,,🚫,,13.3,
CanonicalizeRegion,,,,12.3,
CaputoD,Caputo fractional differintegral — a Gamma ratio per power taken term by term so a constant vanishes under any positive order,✅,pure,13.1,
CarlsonRC,Carlson degenerate symmetric elliptic integral R_C,✅,pure,12.3,
CarlsonRD,Carlson symmetric elliptic integral of the second kind R_D,✅,pure,12.3,
CarlsonRE,Carlson complete symmetric elliptic integral R_E,✅,pure,12.3,
CarlsonRF,Carlson symmetric elliptic integral of the first kind R_F,✅,pure,12.3,
CarlsonRG,Carlson symmetric elliptic integral of the second kind R_G,✅,pure,12.3,
CarlsonRJ,Carlson symmetric elliptic integral of the third kind R_J,✅,pure,12.3,
CarlsonRK,,,,12.3,
CarlsonRM,,,,12.3,
Cast,,,,13.1,
CauchyMatrix,Cauchy matrix with entry (i j) equal to 1/(x_i + y_j) for generating vectors x and y,✅,pure,13.2,
CellDingbatMargin,,🚫,,13.1,
CellLabelTemplate,,🚫,,13.1,
CellStyleImportRules,,🚫,,14.0,
CenteredInterval,Inert wrapper for an axis-aligned ball/rectangle in R or C (handled by IntervalIntersection/Union),✅,pure,13.0,
ChannelHistoryLength,,🚫,,12.1,
CharacterNormalize,Converts characters to a Unicode normalization form (NFC NFD NFKC NFKD or NFKCCasefold),✅,pure,12.1,
ChatEvaluate,,🚫,,13.3,
ChatObject,,🚫,,13.3,
ChemicalConvert,,🚫,,13.1,
ChemicalFormula,,🚫,,13.0,
ChemicalInstance,,🚫,,13.1,
ChemicalReaction,,🚫,,13.0,
CircularArcThrough,Arc of the circle through the given points as a Circle running from the smallest of their angles about the centre to the largest,✅,pure,13.1,
CircumscribedBall,Ball of minimal radius enclosing a set of points or a vertex-based region,✅,pure,13.3,
ClassifierMeasurementsObject,,🚫,,10.1,
ClearDistributedDefinitions,,🚫,,14.1,
ClickToCopy,,🚫,,12.2,
CloudUnshare,,🚫,,11.3,
ClusteringMeasurements,,,,13.2,
Comap,Applies each of a list of functions to the same argument,✅,pure,14.0,
ComapApply,Applies each of a list of functions to a shared sequence of arguments,✅,pure,14.0,
CombinatorW,,,,12.2,
CombinatorY,,,,12.2,
CompiledCodeFunction,,🚫,,12.0,
CompiledComponent,,🚫,,13.2,
CompiledComponentRawInterface,,🚫,,14.1,
CompiledExpressionDeclaration,,🚫,,13.1,
CompilerCallback,,🚫,,13.1,
CompilerEnvironment,,🚫,,12.3,
CompilerEnvironmentAppendTo,,🚫,,12.3,
CompilerEnvironmentObject,,🚫,,12.3,
CompilerInformation,,🚫,,14.1,
CompilerRuntimeErrorAction,,🚫,,14.1,
ComplementedEntityClass,,🚫,,12.1,
CompleteIntegral,,,,13.0,
ComputeUncertainty,,,,12.0,
ConcaveHullMesh,,,,13.0,
ConfirmQuiet,Evaluates an expression inside an Enclose with messages suppressed,✅,contextual,12.2,
ConformDates,,,,14.1,
ConformationMethod,,,,13.0,
ConicOptimization,,,,12.0,
ConnectSystemModelController,,,,12.3,
ConnectedMoleculeQ,Tests whether the atoms of a molecule are all connected by bonds,✅,pure,12.0,
ConnectionSettings,,,,12.0,
ConstantVideo,,,,14.1,
ContentDetectorFunction,,🚫,,13.0,
ContourIntegrate,,,,13.3,
ConvexPolygonQ,Tests whether a polygon with numeric vertices is convex,✅,pure,12.0,
ConvexPolyhedronQ,Tests whether a region is a convex polyhedron — bounded flat-faced and three-dimensional,✅,pure,12.0,
CoreNilpotentDecomposition,,,,13.0,
CosDegrees,Compute cosine of angle in degrees,✅,pure,14.1,
CotDegrees,Compute cotangent of angle in degrees,✅,pure,14.1,
CoulombF,Regular Coulomb wave function; nonzero charge parameter evaluated numerically via the confluent hypergeometric form and at zero charge reduces to z SphericalBesselJ[L z] (Sin[z] at order 0),✅,pure,13.0,
CoulombG,Irregular Coulomb wave function; nonzero charge parameter evaluated numerically via the outgoing wave and at zero charge reduces to -z SphericalBesselY[L z] (Cos[z] at order 0),✅,pure,13.0,
